Polarity,Comment,Sentiment_Category
label1," Flexrake 100A: I have had a hula hoe for year. It has worked will and the handle is worn out. After receiving this aluminum handled Hula Hoe it broke after two weeks. It is because of the way the aluminum handle is inserted into the hoe head. They make cuts along the end of the handle and insert it into the taped end of the head. This makes it very weak. I bent after a little use. I contacted Hula Hoe and they are sending me a new handle. However, until they swedge the end ot fhte handle to fit the head instead of cutting it the handle will only break again unless it it reinforced with a wood plug, which is what I plan on doing. Intill the design is changed I would recommend only the wood handled model.",Negative
label1," My third POS Sony...: The left rear surround died after 2 years soon followed by both front speakers. Complicated setup, heat sensitive. Give it a pass. This is my third and last Sony product I will ever buy. I've got a '70s era Pioneer in the shop that runs forever, I think I'll give them a shot this time.",Negative
label1," Worst receiver I have ever bought: Mine lasted all of 2 years and now it has stopped working. Up until now, I have never had a receiver last less than 7 years, so I am a little peeved. I ordinarily have good luck with Sony products, so I am fairly disappointed that this receiver died so soon. And FYI, I keep all of my electronics on surge protectors...",Negative
label1, This book is well written: This book is well written. I love the details of the history of Seven Oaks. It does include some pictures which help to illustrate of a time and place long lost.,Negative
label1," BEWARE! Pan and scan DVD: These two movies are not Conway's best, but they are still pretty good. The only problem, and the reason for the 1 star rating, is that the DVD presents these films with the sides cut off. In other words, Pan and scan. Had I know that, I would not have bought this.",Negative
label1, Another Supreme Vampire title!: this one is good very good in fact! imagine vampires came forward and revealed themselves to the world (only about 4500 world wide) sun does not harm them they are allergic to silver (umm werewolves eh sheesh) and beheading is fatal its a modern future that looks decayed such as ww3 took place (in london no less lol) but the explanation of vampires as an evolutionary step rather then supernatural was refreshing for a change yes they can climb walls yes they drink blood and yes they are super strong ( as demonstrated in the video of vampires showing themselves lifting something not so light hehe)4 of 5 stars only one star loss for being a little talkie but theres enough action and vampire action to make this film a must own to any true vampire fan!,Negative
label1," a million thumbs down: I only gave this movie one star because there wasn't an option for NEGATIVE 5 stars, but since I did give it one star that star goes to the pseudo 'special effects' (split screen, going backwards, speeding up) which is the only plus about the move. The rest of it tanked, big time. The plot was numb, the characters numb, the acting from some seemingly talented young hot stars was numb. Overall, this movie made my brain go numb. The voice overs were nauseating! Yeah all those things happen to teens in college, but they went a little overboard.It was really bad and I didn't realize it was a Sundance movie, otherwise I would have been a little more prepared.The only treat was looking at the cute gay guy named Paul. Shannon Sossamon was the only stand out 'performance' if there had to be one.DO NOT BUY OR RENT THIS MOVIE...!",Negative
label1," When the movie ended the fun began: Seriously, the best part of this movie is when the credits roll. That's when Erasure's ""STOP!"" kicks in, a raucous song that will have you up and on your toes.I tuned in and out of this movie when it was on HBO, it never really held my attention. Sure there were some cute actors and actresses who were stripping down now and then but the whole movie was just bizarre. I kept watching though because I was bored. Finally this piece of junk ended and my favorite band started singing.Instead of buying this, just go buy any one of Erasure's great albums instead. More bang for your buck.",Negative
label1," Excellent book: The book is composed of different events that happened in the author's life. It is the life of an Armenian immigrant family in the beautiful San Juaquin Valley. Although, the story is about events that are happening in a particular Armenian family, in reality it is the life all immigrants in America. The stories some how effects all Americans. I am positive that some where in our lifetime we were criticized for a certain cultural trait. It is the story of the ultimate underdog who is determined to succeed. At the same time it is a very fun and easy book to read. I could not put the book down.Saroyan has to be the best writer to come out of the West. He should have been recognized more for his genius work.",Negative
label1," Really Sad!: I remember the first time I heard Nelly, it was back in 1999/2000. I am sad to see great musicians fold under the weight of the music industry. She sold-out big time and will never be the same. The album title is very appropriate as she is nothing more than American sex appeal and MTV. I miss the music...",Negative
label1," GWEN'S LEFT OVERS: I bought this album cuz it was on sale for $7 bucks. It ONLY has 3 good tracks: Maneater, Promisuos,& No Hay Igual. The rest of the album is boring and unexciting. This album sounds like Gwen Stefani's left over from LOVE, ANGLE, MUSIC, BABY.",Negative
label1," What a sell out!: I loved Nelly Furtado's cd Folklore. But what I used to love about Nelly Furtado was that she prided herself in her music... not bumping and grinding with Justin Timberlake. Why does nearly every single famous female feel the need to suddenly become a sex image? She's a gorgeous girl and she doesn't need to sport a baby tee to prove it. For that reason alone, I can't see myself purchasing her cd despite her talent in music.",Negative
label1," Plain and simple: YOU NEED THIS CD!!I have been waiting a long long time for another N. Furtado album and it was honestly worth the wait. Granted it's completely different from her previous work (which are also great) but its ok for artist to change, evolve, and simply play around with other forms of music. Honestly, I perfer to listen to artist who are willin to take chances and try different things because I know I'll be entertained. This cd is crack from beginning to end.CAUTION: May be addicting.",Negative
label1, Cold War Fun: I hadn't seen this movie since I was a kid and when my Dad recommended getting this I was glad you did because it is so funny. The humour is still fresh despite the cold war being over. A movie like this could never work today but its still good clean fun.,Negative
label1," The Russians Are Coming, The Russians Are Coming: A very entertaining film made during the cold war. There are numerous humorous scenes that typifies a New Englander, from the town drunk who envisioned himself as reinacting Paul Revere's famous ride to the old Veteran who thought he should organize a militia to protect the city from what was viewed as an impending attack by Russians who only wanted to find a way to get themselves back to sea. I think it is well done. Alan Arkin does a great job portraying a Russian officer who is frustrated with his Captain.",Negative
label1," the movie is great, but the two on dvd i received are NOT coded for the USA!!!: this is suppose to be a multi-national, coded dvd, but 2 for 2 were rejected by my new dvd player. i then placed both into my lap-top and a message displayed that 2/5 codes worked while 3 were inactive (USA, being 1/3 inactive codes). so, don't purchase this dvd unless you watch it on your computer online. HOWEEVER, the movie is excellent!!! it is totally clean, comical, with some drama, romance, and warmth of humanity. so i have cept one of the 'not coded for the USA' copies for my laptop, because i cannot get it anyother way apparently. NOT EVEN FROM AMAZON!",Negative
label1," Mixed feelings: So I feel weird about this book. I am down with Montessori ""schooling"", but this book didn't give me anything new, in fact most of it was pretty dated. And much of the theory was very common sense, such as how to show your child how to do something, I was like ""um...yeah, no kidding"". Also, I don't know if this is because it is so dated(40's?) but many of the tasks for ""3 to 5"" year olds my 1 1/2 year old can do, or is already learning, I felt like much of the things this book guides you to show your two year old, my bobbler already gets. There is even a part where it suggests we start teaching colors at age 3, my kid knows all his colors even though he can't say them. I am not bragging here, it was just weird. Also the ""busy board"" is put together with upholstery tacks, and I am pretty sure I wouldn't want my kid playing with something that included tacks.There was NOTHING here that I couldn't find on Montessori sites, or mom blogs.",Negative
label1," uncanny: like the way he fiqures out the truth, lots of action. always getting himself in danergous situations. Great character, well written",Negative
label1, Good book: It was a very good book! I cant wait for the next book in the series. Reacher at his best.,Negative
label1," This IS 'Running Blind': This is the same book as 'Running Blind'. If you own that title,(good book, by the way), don't waste your money on this.",Negative
label1," Running Blind (Jack Reacher No. 4): I thought the ending was a bit ""flat"" compared to the first three Jack Reacher books. Also, I thought the degree to which the FBI tried to set Reacher up stretched believability and necessity. However, all in all I have enjoyed the Jack Reacher books and will purchase future titles.",Negative
label1," Good who and ""how"" dunnit. Keeps you guessing.: Great dialogue and keeps you guessing until the end. Although it is an earlier Jack Reacher novel, it shows that high tech and CGI are not necessary to make a good exciting story.",Negative
label1," good read: Just past the middle of it. Not as much violence as the other books but it has more curves in the plot than JLO... If you dislike the FBI, than you will love how Jack screws around with them.",Negative
label1," 3 Defective Phones from ATT and Counting: I ordered this phone form Cingular (ATT) and today my third defective phone came in the mail. A customer service rep told me that 85% of all her returns and exchanges come from this model phone. The first phone had a handset speaker that didn't work and the next 2 were, in the words of the customer service rep, ""DOA"" -- dead on arrival. It would be a really nice phone if it worked though...",Negative
label1," Functional and Fairly Durable: I received this hamper as a baby shower gift and then turned around and purchased one to give to a friend for her baby shower. It's quite attractive and available in several nice colors. Since it doesn't scream ""baby,"" it maintains its usefulness over the years, and folds up into a nice slender package when not in use. The durability of the inner mesh lining is my only issue. I've had to repair the cloth loops a couple of times when I tried to haul heavy loads - but the repairs were simple (I'm no seamstress, so it was REALLY simple) and the hamper is still functional after three years of use.",Negative
label1," Java Programming with Oracle SQLJ - above average: My knowledge of Oracle and Java is beginner/intermediate level and I like this book a lot.The book explains how SQLJ relates to SQL, PL/SQL, Java, JDBC and it provides a good introduction to the JDeveloper IDE (Integrated Development Environment).The book is written very clearly and the appearance and organization of the text is well up to the O'Reilly standard.I can't comment on the worked examples yet as I have not yet tried them out.",Negative
label1, Awful Fake Compilation BEWARE!: The music is not by the original artist. Like buying bad Karioke. Very misleading.,Negative
label1," A history of a major Wall Street bank and more.: When in 1976 Jerome Kohlberg, Henry Kravis, and George Roberts left Bear Stears to form KKR, Wall Street realized these three dealermakers might become a major force in the restructuring of American big business then beginning. What could not be predicted was the heights KKR would achieve. It has risen from the ranks of upstarts to become a major player in ""The New Establishment."" While KKR has been the subject of other books and articles, none could be considered ""definitive,"" as is ""The New Financial Capitalists."" It is more than a history of a bank, however. Baker and Smith have addressed the problem posed by the separation of ownership and management delineated in 1934 by Adolph Berle and Gardner Means in ""The Modern Corporation and Private Property,"" indicating how the leveraged buyout programs of the 1980s helped resolve it.",Negative
label1," Does not fit!: Nicely constructed but does not fit my 2002 Oldsmobile Silhouette. The description ""For GM 87-05"" is too vague.",Negative
label1," Wouldn't Recomend to Anyone: Bought it for my 2003 Pontiac Sunfire. Hooked all the necessary wires up, disassembled the dash and popped out the radio, only to find that the harness DID NOT EVEN CLOSELY RESEMBLE the factory harness. If one is looking for sheer disappointment, have at it. Buy it in bulk then. Heck, go ahead and tell your kid Santa isn't real while your at it. Whatever tickles the ole pickle.",Negative
label1," I never ordered this but get to review it anyway!: Gotta love the internet, I never purchased this item but love to review things. How is that any different than professional sports I will never know. Semper fi, never been in the military either......",Negative
label1," Metra Harness: I LOVE Metra products!!!!!!!!!!!!They make installing a stereo SUPER easy,allows you to solder all the connections easily in your workshop or kitchen or wherever your good lady permits you to work,then you can makesure you have a sturdy and safe set of connections,remember the vehicle is either the family transport,or the way you get to work,go out in with friends,so why risk a car fire and a pile of plastic crap on the floor where your carpet once was.Spend the extra $$$$ its really worthwhile................if you need to speak with Metra they are very helpful",Negative
label1," Well....not quite what I anticipated: This bag was going to be for me to use at college, and quite frankly it was WAY too small for that. It is more made for elementry to middle school kids. So luckily I have a little sister to give it to, but otherwise, I'm pretty disappointed.",Negative
label1, why do people like this so much?: It is really low quality and the straps are uncomfortable.I bought it for my daughter If I had seen it before I would not buy it. I think it is not good for a child. Because comfort is more important for them than adults.I will not return it but will not use for school.I am very disappointed.It is like a joke!!!,Negative
label1," Simple, good backpack: This backpack is everything a backpack should be; simple, functional, and well-fitting. I would undoubtedly buy it again, although it seems as though it will be holding up for a long time to come.",Negative
label1, This looks nothing like it does in the picture . Very misleading: I got excited when i came across this bag because of the colour and when i received it i was very disappionted the colour is nothing like the one in the picture and i am so not happy with this bag .,Negative
label1, hannah montana clock: my daughter loves this clock. She's 7 and wanted to start waking up by herself. It works!,Negative
label1," jansport backpack: It's a great book bag. Very roomy, and sturdy. The pattern is pretty: young teens adore it!! Price is fair for this item.",Negative
label1, Perfect!: I've used Jansport backpacks for years and the quality is great. I wanted to find a rare color so I purchased it in Light Purple Passion and love it! The color was slightly different as I thought the strap/padding part of it was black but it turned out to be a dark violet & the strings to the zipper were striped not solid. Even though it wasn't the same as shown (not really a good thing) I ended up liking it better than the sample picture.,Negative
label1," High School Backpack: I especially love the color of this backpack, it is very cute, however since this backpack only has two pockets it does not have a lot of space for textbooks. Other than the space issue it is a very nice backpack.",Negative
label1," light duty backpack: Purchased it for junier high school student. it's not big enough and also you can not image how large it actually will be. Overall, it's low cost and low quality bag and you can buy it at local sports authority cheaper and easy to return or change it if you don't like it after receiving. Will not buy those bag anyway.",Negative
label1," Great Backpack!: Great Backpack! Love the color! The only thing, is that it gets dirty easily. I got a pen mark on the pocket, and I'm not sure how to remove it :(",Negative
label1," ""Kim...hits the spot"": I remember years ago, riding on a bus, listening to the radio. ""Kim the Waitress"" came on and I was blown away by what an excellent song this was. The feel of the song, as well as the instruments used during it were absolutely intriguing. The fact that such simple lyrics can be transformed into such a revolutionary ballad is inspiring! So anyhow, years went by and I became content with the fact that I would never pin down the artist of this wonderful song. But...I did. And I listened to the rest of this brilliant cd, and was blown away by it as as well. Go figure!",Negative
label1," Not up to the standards of the first two LPs!: Freak City Soundtrack finds our Chicago lads getting a little too close to their Marshall stacks - The Jesus & Mary Chain would be jealous of the feedback that permeates this record.For those who thought International Pop Overthrow was a little too candy-coated, you'll definitely get your fill of crunchy guitars on this one.The late Jim Ellison does a great job of taking the pi** out of ""guitar gods"" with his one-note solo during ""Help Me Land.""Still, I'd try IPO or DU (if you can find them) before FCS. Why these MI CDs go out of print in under five years while record companies continue to churn out copies of fossils like ""The Best Of Cat Stevens"" is beyond me.",Negative
label1," Static in My Ears is more like it: I'm all for giving local bands a chance and that's exactly what State of Being is, a local Cleveland band. And that's about as far as SOB is ever going to get by writing songs like this. If you enjoy thin sounding music created with Casio keyboards and lyrics that are reminiscent of sixth grade theatrics, then you'll more than likely enjoy the tracks on this disc. I had a problem just getting past the weak and monotone vocals.This disc did absolutely nothing for me. Other than make me wish that I were deaf.On a positive note, the lead singer is kinda cute.",Negative
label1, Stuck in old Testament: I always liked Davids first books and was looking forward to reading the 2 end times books he wrote but his proof text is all old Testament and has NOTHING to do with America in fact the verses he used was spoken by the prophets for Israel only and not the Church. It has taken a real strong man to do what he has in the past sometimes just him and God but now that he older the same conviction of his teaching are making him unteachable and I fear just stuck in his own ideals. If you really want to know what going to happen to the world just stick to reading the book of Revelation. I threw his 2 books on the end times in the trash can so no one would be miss lead by them.,Negative
label1," Sad, Sad.....: Mr. Wilkerson is, as far as I can tell, a decent and sincere Christian man. This book, however, is a strange trip into whacko-land!The Bottom Line: This book is full of ""prophecies"" that are obviously false. Time has been cruel to the Pastor's prognostications. Big thumbs down.",Negative
label1," LOVE IT!!: Am very limited in what I can eat, and this product is a definite keeper. Is easily and very quickly prepared. Left-overs store very nicely, and this is yet another product I cannot find where I live, so am doubly grateful that Amazon carries this.",Negative
label1," In a nutshell: This book was recommended reading during my studies on interior design, so I bought it without really looking into it. I was disappointed. Maybe I expected too much, maybe the title misled me, but it seemed very much based on thumbnail sketches and it wasn't what I was looking for. It is a thin little book full of rough pencil sketches that you could easily lose down the back of the sofa! (in a nutshell). I wanted to know the more indepth technical ways of doing perspectives and this book left me in the dark.",Negative
label1," Plugged it in ... Next thing I know I am Connected.: Install the drivers, shut down, plug it in, boot back up and Windows knows right where the drivers are. Then suddenly it's installed and I am connected to my router. After being connected I went in and configures WEP to work and all those fancy things.I like this card and was surprised at how easily and quickly I was connected with a nice strong signal. My desktop is upstairs, but the wireless access point is downstairs. This card still gets a good signal.",Negative
label1," One of the worst films I&#65533;ve ever seen: When Snipes is playing in a film, I'll routinely pick it up, confident that it won't be bad and might be terrific --- he's done some great stuff. Sadly, this film is an unbroken string of cliche laden dialogue, actions and plot lines. I watched it for 25 minutes before going to Amazon's Reader's Reviews, which is what I usually do before taking out a film. If I had done so, it would have saved me some money and 25 minutes of my time. Mystery Science Theater 2000's Robot and Servo would have had a field day with this flick. It's bad enough to get their undivided attention.",Negative
label1," Quite possibly the worst movie I've ever seen: I have attempted to watch this movie twice. After getting part way through it both times, longer through the second time just to force ourselves to give it more of a chance, we shut it off due to the fact that we were so incredibly bored.I have absolutely no understanding of what any of you, who liked it, see in this movie. Perhaps it gets better, but when over half of the movie is dead, I don't see how it could.",Negative
label1," Might be the only one but I hated it.: From reading the other reviews it seems that everyone else loved this film more than I did. I wanted to leave the cinema (two of my friends did) when I went to see it. I found the story between Meryl Streep and Chris Cooper well acted and touching but I was irritated by the parts of the film that featured Nicolas Cage's character, Charlie. For me it was almost as if he was getting in the way and I left the cinema with the distinct impression that I would have enjoyed it much more if I had simply read the book.",Negative
label1," Over-rated, lame-arsed-pomo dreck...: Well, at least Kaufman seems to know that he can't write a third act to save his (or his fictional brother's) life. The emperor is officially desnudo, my friends.",Negative
label1," don't be fooled, this movie is TERRIBLE!!!!!!!!!: like many unfortunate souls out there, i had heard how great adaptation was, blah blah blah. i rented it and proceeded to utterly waste two hours of my life. i'm writing this for one reason only: to try to stop you from doing the same. believe me, even bill and ted's is a better film. this movie is pathetic.",Negative
label1," Worst Movie Ever: This movie was BY FAR the worst movie I have EVER SEEN IN MY LIFE, that is not an exaggeration. When I saw it, I went for free to the Sneak preview screening compliments of my local radio station, so I didn't actually waste any money on this atrocity (thank the gods). However, It was so utterly bad that I felt I had still been wronged for having wasted my TIME having gone. In addition, this movie has in fact ruined Nicholas Cage for me FOREVER, I cannot take him seriously anymore. The worst mistake he ever made was agreeing to make this movie. If I had a copy, I would not sell it, I would BURN IT!!!",Negative
label1," This is horrible: I'm sorry, there is something very sick about this CD. These kids have absolutely no talent and sing about things like insects stealing your food. Whoever created this CD has made a mockery of ""mentally challenged"" kids everywhere. I tried as hard as I could not to laugh at this, but....I'm afraid it's impossible",Negative
label1, What a Joke: I have to say that I don't feel I need to say this music is good because these kids are retarded. I laugh every time i listen to this. I feel bad for the people with normal mentality who produce it and play the instruments for these kids. HILARIOUS. All the people who say its good are probably just a bunch of single white females with no lives who complain about everything and blame violence on t.v and video games.This CD sucks. But it gets me laughing,Negative
label1, THE MUSIC KINDA BLOWZ: It just wasn't good i do better sometimes it was funny though so maybe it's worth buyin you know!,Negative
label1," Not Suggested for the Clinically Depressed: And if you're not currently among the ranks of the depressed, you will be after reading this novel. Seriously, I did not find the novel either a) beautiful or b) worth reading. Perhaps it would have been very moving in a tragic sense if I had bought any of Wharton's feeble attempts at painting a story of forbidden love gone wrong. The novel entirely lacked any real connection with human emotions and behaviors. Perhaps, if the storyline of the book were my life, it would depress me very much. The pointlessness and ironic misfortune of these characters lives is remarkable, but I was left feeling too apathetic to be upset by this fact. I do not suggest you torture yourself by reading this novel, unless you have a flair for masochism.",Negative
label1, Ethan Frome: It's classics like this one that discourage me from reading classics! and if I have to come up with additional words: here they are!,Negative
label1," Times have changed: When Edith Wharton wrote ""Ethan Frome,"" long, long passages of exposition were perfectly acceptable fiction. That's changed. No one who doesn't have to read this book will read it. A pity; they'll miss out on Wharton's lucid and luminous prose. But for today's reader, it's a dull, dry book.",Negative
label1," Wonderful reference!: It is really a shame this book is out of print! I have had my students read it for in-depth, inner knowledge of the Supreme Court. It is a book that holds the interest of the reader whike giving factual information about our highest court. Now I must find some sort of alternative, equally as intriguing. I truly wish the publisher would consider returning the book to print!",Negative
label1," I tried hard but I failed: It may not be fair for me to rate this book as I was not able to finish it. I even thought of just deleting it from my book list - that's how I don't like it. Tried to read it at different times of the day but I can't help but fall asleep over it, every time! Much as I hate to leave a book unfinished, this isn't just worth my time and effort. I won't mind if people will think of me as shallow, but in my opinion, deep subjects such as the one tackled in this book can be presented in a more interesting and engaging manner. Doesn't matter if she's a Nobel Prize winner, if this is her style, I don't think we'll ever click.",Negative
label1," Sweet and depraverd: Saint Reverend Jen, partron saint of the uncool, makes the Lower East Side, tenement to the world, seem like shangrila. She has a way of making the depraved seem sweet and the bizarre seem like common sense. This guide may not tell you what beds Washington slept in, but it may tell you what beds you can.",Negative
label1," Groovy, funky, out of control good!!!!: I purchased this album after hearing ""slide"" on download.com. That song is so slick that I assumed the rest of the cd must be good. I was right!!! Kind of reminds me of Vikter Duplaix meets Van Hunt. Got some r&b grooves, some dance/funky house. Some uncategorizable tracks as well but it is all nicely done.",Negative
label1," Ghostly Court: In reminiscence to Hitchcock's classic, a film tells of ten strangers staked and murdered at a motel, but presents an emphasis on mental conditions meeting something supernatural.I think combining weird with earthy is not a too clever attempt itself, adding a kind of round table court proceedings surely.What is realistic it is a completely inappropriate court order which reflects movie-makers own civic expertise probably.",Negative
label1," Lame Hitchcock Ripoff Wannabe: Even John Cusack can't save this. I expected to see something different. DO NOT BE FOOLED. This has been done before though some people believe it hasn't. This was a rip off of many Hitchcock stories as well as some horror films.PEOPLE GETTING BUMPED OFF AT RANDOM: Original...not!KILLER WITH MULTIPLE PERSONALITIES: Been there, seen that!A BUNCH OF PEOPLE STRANDED TOGETHER: What did they use a generic script?Maybe, just maybe I'd give an A for effort if this hadn't been so boring. This is definitely one of the most disappointing films I've seen. Nothing was original. The director and writers tried to imitate Hitchcock's brilliance and failed miserably. Word to the wise: DON'T MESS WITH THE MASTER.Skip this or you'll regret it. The only thing good about this film was Rebecca DeMornay. Even she couldn't rescue it.",Negative
label1," PSA: Skip other guy's review below-it gives away the ending!: Public service announcement: If you haven't seen this movie yet, do not read the review below entitled ""Seems interesting, IT'S NOT WHAT YOU THINK"" as the mental midget who wrote it exposes the twist and gives away the ending. What a moron!By the way, the film isn't bad, but not great. Not as mind-bending as Memento or Usual Suspects, but better than many so-called thrillers floating around out there. As mentioned above though, the film does fail Psychology 101.",Negative
label1," Identity crisis: John Cusack is always great, Rebecca DeMornay's few minutes onscreen are well done, and Ray Liotta delivers as expected, but I'm really surprised they all agreed to work on this film. What a disappointment. Anytime you find yourself laughing when yet another character is murdered in some tired old horror movie fashion, it's time to hit the stop button. Even when you realize that everyone with a room key is going to die, it isn't suspenseful or even an issue because you don't really like them anyway, and they certainly don't care much about each other. The ""plot twist"" at the end is a total cop out and fairly predictable. (Wasn't it 20 years ago that Bobby dreamed an entire season of Dallas?) Maybe I would have enjoyed it more if I'd watched the alternative ending(s), but the final version was more than enough for me.",Negative
label1," UMM.... WHAT CAN I SAY?: First off, was she her own editor? Because there were a lot of mistakes in this book, the more I read the madder I got. Most of the time the book didn't make sense. I paid way too much for this book and it was only 100 some pages, and it didn't have any kind of meaning. I take that back the meaning of this book showed me that she was DUMB & STUPID AS HELL. DON'T WASTE YOUR MONEY. Buy Fly on the Wall by Trista Russell it's better and cheaper.",Negative
label1," Buzz words and phrases: Back in the 70s this group became legend among musicians of every genre at the time. We found hundreds of ways to filter lines from these recordings into every day situations and never got tired of listening to this hilarious spoof that took every one of us back to the days of southern local radio shows that our parents listened to religiously in the 50s. Like all satire, it's not that much of a stretch from the reality of what those shows were really like. This is one of those moments in time that just can't and won't be duplicated ever again. A diamond in the rough, indeed.",Negative
label1," Good ole' boys playin' for 'em good ole' boys: In the words of ole' Roadhog himself this record is ""mighty fine"". I heard these guys live when they opened for the Stafford Brothers and Mother Mayball Carter last Winter down to the Johnny Mack Brown Highschool gym and was imeadiately impressed. All I can say is buy as many copies of this country classic as you can get yer hands on before it goes out of print.Five stars jist aint enough, Thanks boys and keep on a'singin'",Negative
label1," British Science Fiction At Its Best!: Watch a fine cast of English actors keep up stylish upper lips as they confront a mass impregnation by fierce aliens. It's the original film adaptation of the book ""The Midwich Cuckoos.""",Negative
label1," Great Selection: I have to say that I like Rhino and Varese Sarabande's CDs so much more that the slapped-together compilations that I find in the ""cheap racks"" at Tower (and other stores). This CD has a ton of great '80s hits on it...and the liner notes are really fact-filled, too. Get this and the Rhino New Wave CDs...you'll be set for your '80s fix!",Negative
label1, We love it: I use it to decorate my sons's bedroom. There's not much dr Seus decorations stuffs on the market. But I did it with this and other stuffs and looks awesome. Ans my son loves his room.,Negative
label1, never gonna come: well i ordered this and everything went good.well until they called me and said they were out of stock for at least 4-6 weeks.and in the status it said shipped but i guess it wasnt.and they still havent put out of stock on the page.so im trying to help u out of a month and a half wait.DONT BUY THIS!!!,Negative
label1, AMAZING AIRSOFT GUN: I love this gun. I'm a new guy for airsoft and this gun help me so good.When I was fighting with my airsoft gun I bit evrybody in 4 seconds it's an AMAZING GUN.It's a good product.I think evrybody can buy this gu if you have money and I think a lotof people wish to have it.YOU CAN BUY IT.,Negative
label1, Overhyped & Overrated: I seem to be one of few in my opinion of this movie which is that it's not a good movie. I felt the movie was boring and lacking of a good plot. I bought the movie believing it was a really good movie based on what I had heard but was really disapointed once I watched the movie. This movie in my opinion is very overrated.,Negative
label1," Clean Slate II: Remember the Dana Carvey comedy ""Clean Slate""? if not you probably won't mind that Momento is the non-comedy version of this Dana Carvey dud. The plot is fine, the acting is fine, the backwards story isn't as good as the backward episode of Seinfeld, but still fun. Basically this movie got some good hype early on, and has been too ARTSY for anyone to disagree. Not a waste of money, but not nearly as fresh or clever or new as it would like to be. A solid movie borrowing heavily from other sources. If one is not familiar with these other works, I am sure Momento is compelling, on the other hand, anyone who watches TV or film regularly will be dissapointed.",Negative
label1," SMART MOVIE!!!: Brilliantly made movie. Guy Pearce is outstanding. I've never seen a movie made the way this one was. It was a little hard to follow. You have to pay attention through the whole movie. If you miss one part, you may as well start from the beginning. It is well worth the staight attention you have to pay. This is one of those movies where every time you watch it, you discover something you didn't see before. This movie has such a great story to it. I absolutely love the way it was filmed and put together. Kind of a suspensful, who-done-it, sort of movie. Rent it when you have time to get the most out of it and no distractions.",Negative
label1," One of the most original and satisfying movies ever made: Just effing brilliant. The type of movie you can watch over and over again, not necessarily to learn new things, but the very concept leads to thought-provoking inner dialogues about the nature of the self, the soul, time, and memory. The acting is fantastic, cryptic, as we aren't sure how much Leonard really knows about himself (and he doesn't know how much he knows either!) What role does his subconscious play in his actions? Has he recorded all that has happened to him, somewhere in his emotions? Do we even have a subconsious? What will his future hold? How can he live? A masterpiece that should have won some Oscars.",Negative
label1," The Hours: I do not have much to say about movie ""The Hours"". All I will say is that I wasted an hour of my life on watching it in theaters. This movie is short, dull, boring, and its about deeply trouble lesbians. The critics out there must be crazy! They are hailing this movie as best picture of the year! Give me a break! It shocks me to hear that this dull movie has actually been nominated for nine Academy Awards! This movie is terrible. I do NOT recommend you watch it.",Negative
label1," serious technical flaws: audio and visual faults made this otherwise interesting story impossible to enjoy. I have had the same problems with other videos and don't know if the problem lies with my computer or, if the issue is with the download function.",Negative
label1," pretentious drivel, but oh so significant!: pretentious and obvious and oh-so-significant; in other words, is this not the PERFECT movie for meryl streep? a big disappointment from stephen daldry, after the wonderful debut as film director in ""billy elliott"". nicole kidman won one of the most undeserved oscars since luise rainer, nd i usually like her. and oh god, theres that ""important"" philip glass score ...",Negative
label1," Only because there is no 0-star ranking: This movie is absolutely dreadful. I am sure that there are a lot of people out there who love this movie (I know some of them), but if you are looking for a plot or decent acting, skip it and buy something else. With such a great cast, this movie should provide more...Streep looks incredibly bored throughout the movie and I just can't get past that horrible nose on Kidman. Just awful.",Negative
label1," A Good Soundtrack For a Movie I've Never Seen!: There's an interesting story behind my decision to get this soundtrack. A few years back, I saw a David Cooperfield special and he did an illusion that had a song that was unmistakably done by U2 because I recognized Bono's voice. Of course I didn't know the song title, and it doesn't appear on any of their albums. So I looked through Amazon and came across this album. After listening to a sample, that was all I needed to place my order.Now the question is was it worth it? The answer is yes! ""In The Name of The Father"" and ""Billy Bola"" are two cool songs by Bono, The two classics ""Voodoo Child"" and ""Dedicated Follower of Fasion"" are great, plus the instrumential pieces are very good. ""You Made Me The Thief of Your Heart"" sounds like something from one of those ""Pure Moods"" albums and rounds off the album perfectly.Of course one of these days I'll have to check out the movie.",Negative
label1," All time favorite: I bought this soundtrack 8 years ago and is still one of favorite ever. I have always been a big U2 and Bono fan, but this CD introduced me to the music of Trevor Jones. This and the Last of the Mohicans soundtrack CD contains some of the best musical pieces I have ever heard. The favorite being ""Walking in Circle"".",Negative
label1, Great for my 3 year old: Great movie- my 3 year old loves this series and it was in good rewind condition. Good price & delivery time = thanks !!!,Negative
label1, Good And Very Entertaining: My 5 year old granddaughter really enjoys watching this whole series. She wants to watch them over and over. They all seem to have great lessons and messages for kids to learn. This one was good and very entertaining.,Negative
label1," The Time of Great Confusion: I couldn't understand if they were speaking language or else not. Sometimes I lay awake at night and wonder if this is how those graceful creatures spoke to each other. Although this movie was a bit too artsy for me, I still thought it was pretty good even though I couldn't understand what they were saying. Overall, this is my third favorite Land Before Time movie, only the seventh and the ninth are much better. Littlefoot still rules the Jurassic Period.",Negative
label1, The dogs love them... yes they smell but so do dogs...: My dogs love these things... have ordered several times... people say they stink... of coure they do... who cares... I Just ordered more...,Negative
